Mod:Item:MetaData, Localized Name
ImmersiveEngineering:stoneSlab:2, Concrete Tile Slab
ImmersiveEngineering:metalDevice:0, LV Wire Connector
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:1, LV Capacitor
ImmersiveEngineering:metalDevice:2, MV Wire Connector
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:3, MV Capacitor
ImmersiveEngineering:metalDevice:4, Transformer
ImmersiveEngineering:metalDevice:5, HV Wire Relay
ImmersiveEngineering:metalDevice:6, HV Wire Connector
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:7, HV Capacitor
ImmersiveEngineering:metalDevice:8, HV Transformer
ImmersiveEngineering:metalDevice:9, Kinetic Dynamo
ImmersiveEngineering:metalDevice:10, Thermoelectric Generator
ImmersiveEngineering:metalDevice:11, Conveyor Belt
ImmersiveEngineering:metalDevice:12, External Heater
ImmersiveEngineering:metalDevice:13, Item Router
ImmersiveEngineering:metalDevice:14, Core Sample Drill
ImmersiveEngineering:metalDevice:15, Dropping Conveyor Belt
ImmersiveEngineering:metalDevice2:0, Breaker Switch
ImmersiveEngineering:metalDevice2:2, Current Transformer
ImmersiveEngineering:metalDevice2:3, Powered Lantern
ImmersiveEngineering:metalDevice2:4, Floodlight
ImmersiveEngineering:metalDevice2:5, Fluid Pipe
ImmersiveEngineering:metalDevice2:6, Fluid Pump
ImmersiveEngineering:metalDevice2:7, Metal Barrel
ImmersiveEngineering:metalDevice2:8, Creative Capacitor
ImmersiveEngineering:metalDevice2:9, Redstone Breaker
ImmersiveEngineering:metalDevice2:10, Charging Station
ImmersiveEngineering:metalDevice2:11, Blast Furnace Preheater
ImmersiveEngineering:metalDecoration:0, Steel Fence
ImmersiveEngineering:metalDecoration:1, Steel Scaffolding
ImmersiveEngineering:metalDecoration:2, Lantern
ImmersiveEngineering:metalDecoration:3, Structural Arm
ImmersiveEngineering:metalDecoration:4, Radiator Block
ImmersiveEngineering:metalDecoration:5, Heavy Engineering Block
ImmersiveEngineering:metalDecoration:6, Generator Block
ImmersiveEngineering:metalDecoration:7, Light Engineering Block
ImmersiveEngineering:metalDecoration:8, Structural Cable Connector
ImmersiveEngineering:metalDecoration:9, Steel Wall Mount
ImmersiveEngineering:metalDecoration:10, Sheet Metal Block
ImmersiveEngineering:metalDecoration:11, Steel Scaffolding
ImmersiveEngineering:metalDecoration:12, Aluminium Fence
ImmersiveEngineering:metalDecoration:13, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:14, Aluminium Scaffolding
ImmersiveEngineering:metalDecoration:15, Aluminium Structural Arm
ImmersiveEngineering:metalDecoration2:0, Aluminium Sheet Metal Block
ImmersiveEngineering:metalDecoration2:1, Lead Sheet Metal Block
ImmersiveEngineering:metalDecoration2:2, Steel Sheet Metal Block
ImmersiveEngineering:metalMultiblock:0, Lightning Rod Base
ImmersiveEngineering:metalMultiblock:2, Industrial Squeezer
ImmersiveEngineering:metalMultiblock:3, Fermenter
ImmersiveEngineering:woodenDevice:0, Wooden Post
ImmersiveEngineering:woodenDevice:1, Water Wheel
ImmersiveEngineering:woodenDevice:2, Windmill
ImmersiveEngineering:woodenDevice:3, Improved Windmill
ImmersiveEngineering:woodenDevice:4, Wooden Storage Crate
ImmersiveEngineering:woodenDevice:5, Engineer's Workbench
ImmersiveEngineering:woodenDevice:6, Wooden Barrel
ImmersiveEngineering:woodenDecoration:1, Treated Wood Fence
ImmersiveEngineering:woodenDecoration:2, Treated Wood Slab
ImmersiveEngineering:woodenDecoration:4, Treated Wood Doubleslab
ImmersiveEngineering:woodenDecoration:5, Treated Wood Scaffolding
ImmersiveEngineering:woodenDecoration:6, Wooden Wall Mount
ImmersiveEngineering:treatedWood:0, Treated Wood Planks
ImmersiveEngineering:treatedWood:1, Treated Wood Planks
ImmersiveEngineering:treatedWood:2, Treated Wood Planks
ImmersiveEngineering:woodenStairs, Treated Wood Stairs
ImmersiveEngineering:woodenStairs1, Treated Wood Stairs
ImmersiveEngineering:woodenStairs2, Treated Wood Stairs
ImmersiveEngineering:stoneDevice:4, Insulating Glass
ImmersiveEngineering:stoneDecoration:0, Hempcrete
ImmersiveEngineering:stoneDecoration:1, Coke Brick
ImmersiveEngineering:stoneDecoration:2, Blast Brick
ImmersiveEngineering:stoneDecoration:3, Block of Coal Coke
ImmersiveEngineering:stoneDecoration:4, Concrete
ImmersiveEngineering:stoneDecoration:5, Concrete Tile
ImmersiveEngineering:stoneDecoration:6, Reinforced Blast Brick
ImmersiveEngineering:concreteStairs, Concrete Stairs
ImmersiveEngineering:concreteTileStairs, Concrete Tile Stairs
ImmersiveEngineering:hemp, Industrial Hemp
ImmersiveEngineering:fakeLight, tile.ImmersiveEngineering.fakeLight.name
ImmersiveEngineering:clothDevice, tile.ImmersiveEngineering.clothDevice.name
arcane_engineering:destabilizer, Node Destabilizer
armourersWorkshop:block.armourerBrain, Armeiro
armourersWorkshop:block.armourLibrary:0, Biblioteca de Equipamentos
armourersWorkshop:block.armourLibrary:1, Biblioteca de Equipamentos - (Criativo)
armourersWorkshop:block.globalSkinLibrary, Biblioteca Global de Visuais - (TEMP)
armourersWorkshop:block.awBoundingBox6, tile.armourersworkshop:armourersworkshop:awBoundingBox6.name
armourersWorkshop:block.colourable, Cubo de Equipamento
armourersWorkshop:block.colourableGlowing, Cubo de Equipamento (Brilhante)
armourersWorkshop:block.colourableGlass, Cubo de Equipamento de Vidro
armourersWorkshop:block.colourableGlassGlowing, Cubo de Equipamento de Vidro (Brilhante)
armourersWorkshop:block.colourMixer, Misturador de Cores
armourersWorkshop:block.mannequin, Manequim
armourersWorkshop:block.doll, Boneco
armourersWorkshop:block.skinningTable, Mesa de Aplicação de Visuais
armourersWorkshop:block.skinnable, Bloco de Visual Aplicável
armourersWorkshop:block.skinnableGlowing, tile.armourersworkshop:skinnableGlowing.name
armourersWorkshop:block.skinnableChild, tile.armourersworkshop:skinnableChild.name
armourersWorkshop:block.skinnableChildGlowing, tile.armourersworkshop:skinnableChildGlowing.name
armourersWorkshop:block.dyeTable, Mesa de Corantes
armourersWorkshop:block.hologramProjector, Projetor de Holograma
armourersWorkshop:block.outfit_maker, Outfit Maker
atum:tile.portal, Portal
atum:tile.chestSpawner, Báu do Atum
atum:tile.sand, Areia Estranha 
atum:tile.stone, Limestone
atum:tile.cobble, Calcário Rachado 
atum:tile.smallBrick, Tijolos Pequenos de Calcário 
atum:tile.carvedBrick, Tijolos Talhados de Calcário 
atum:tile.smoothStairs, Escadas de Calcário 
atum:tile.cobbleStairs, Escadas de Pedregulho Calcário
atum:tile.largeStairs, Limestone Large Brick Stairs (Unbreakable)
atum:tile.largeStairsBreakable, Escadas de Tijolos Grandes de Calcário
atum:tile.smallStairs, Escadas de Tijolos Pequenos de Calcário
atum:tile.sandLayer, Camada de Areia 
atum:tile.crackedLargeBrick, Tijolos de Calcário Rachado
atum:tile.crystalGlass, Vidro Cristalino 
atum:tile.framedGlass, Vidro Emoldurado 
atum:tile.palmSapling, Muda de Palmeira 
atum:tile.date, Tâmara
atum:tile.shrub, Arbusto
atum:tile.weed, Erva Daninha
atum:tile.papyrus, Papiro
atum:tile.flax, Linho
atum:tile.fertileSoil, Solo Fértil
atum:tile.fertileSoilTilled, Solo Fértil Lavrado 
atum:tile.palmLog, Madeira de Palmeira 
atum:tile.palmLeaves, Folhas de Palmeira 
atum:tile.palmPlanks, Tábuas de Palmeira 
atum:tile.thinCrystalGlass, Vidro Fino Cristalino
atum:tile.thinFramedGlass, Vidro Fino Emoldurado
atum:tile.burningTrap, Armadilha Incendiária 
atum:tile.pharaohChest, Baú do Faraó 
atum:tile.redstoneOre, Minério de Redstone 
atum:tile.coalOre, Minério de Carvão 
atum:tile.ironOre, Minério de Ferro 
atum:tile.goldOre, Minério de Ouro 
atum:tile.lapisOre, Minério de Lápis-Lazuli 
atum:tile.diamondOre, Minério de Diamante 
atum:tile.furnaceIdle, Fornalha de Calcário
atum:tile.furnaceBurning, Fornalha de Calcário
atum:tile.largeBrick:0, Limestone Large Bricks (Unbreakable)
atum:tile.largeBrick:1, Limestone Large Bricks (Unbreakable)
atum:tile.largeBrick:2, Tijolos Grandes de Calcário
atum:tile.crystalStainedGlass:0, Black Stained Crystal Glass
atum:tile.crystalStainedGlass:1, Red Stained Crystal Glass
atum:tile.crystalStainedGlass:2, Green Stained Crystal Glass
atum:tile.crystalStainedGlass:3, Brown Stained Crystal Glass
atum:tile.crystalStainedGlass:4, Blue Stained Crystal Glass
atum:tile.crystalStainedGlass:5, Purple Stained Crystal Glass
atum:tile.crystalStainedGlass:6, Cyan Stained Crystal Glass
atum:tile.crystalStainedGlass:7, Silver Stained Crystal Glass
atum:tile.crystalStainedGlass:8, Gray Stained Crystal Glass
atum:tile.crystalStainedGlass:9, Pink Stained Crystal Glass
atum:tile.crystalStainedGlass:10, Lime Stained Crystal Glass
atum:tile.crystalStainedGlass:11, Yellow Stained Crystal Glass
atum:tile.crystalStainedGlass:12, Light Blue Stained Crystal Glass
atum:tile.crystalStainedGlass:13, Magenta Stained Crystal Glass
atum:tile.crystalStainedGlass:14, Orange Stained Crystal Glass
atum:tile.crystalStainedGlass:15, White Stained Crystal Glass
atum:tile.framedStainedGlass:0, Black Stained Framed Glass
atum:tile.framedStainedGlass:1, Red Stained Framed Glass
atum:tile.framedStainedGlass:2, Green Stained Framed Glass
atum:tile.framedStainedGlass:3, Brown Stained Framed Glass
atum:tile.framedStainedGlass:4, Blue Stained Framed Glass
atum:tile.framedStainedGlass:5, Purple Stained Framed Glass
atum:tile.framedStainedGlass:6, Cyan Stained Framed Glass
atum:tile.framedStainedGlass:7, Silver Stained Framed Glass
atum:tile.framedStainedGlass:8, Gray Stained Framed Glass
atum:tile.framedStainedGlass:9, Pink Stained Framed Glass
atum:tile.framedStainedGlass:10, Lime Stained Framed Glass
atum:tile.framedStainedGlass:11, Yellow Stained Framed Glass
atum:tile.framedStainedGlass:12, Light Blue Stained Framed Glass
atum:tile.framedStainedGlass:13, Magenta Stained Framed Glass
atum:tile.framedStainedGlass:14, Orange Stained Framed Glass
atum:tile.framedStainedGlass:15, White Stained Framed Glass
atum:tile.thinCrystalStainedGlass:0, Black Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:1, Red Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:2, Green Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:3, Brown Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:4, Blue Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:5, Purple Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:6, Cyan Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:7, Silver Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:8, Gray Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:9, Pink Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:10, Lime Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:11, Yellow Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:12, Light Blue Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:13, Magenta Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:14, Orange Stained Thin Crystal Glass
atum:tile.thinCrystalStainedGlass:15, White Stained Thin Crystal Glass
atum:tile.thinFramedStainedGlass:0, Black Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:1, Red Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:2, Green Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:3, Brown Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:4, Blue Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:5, Purple Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:6, Cyan Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:7, Silver Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:8, Gray Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:9, Pink Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:10, Lime Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:11, Yellow Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:12, Light Blue Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:13, Magenta Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:14, Orange Stained Thin Framed Glass
atum:tile.thinFramedStainedGlass:15, White Stained Thin Framed Glass
atum:tile.slab, tile.slab.name
atum:tile.doubleSlab, Laje de Calcário 
atum:tile.walls, tile.walls.name
BiblioCraft:tile.BiblioFramedChest:0, Baú Encaixilhado
BiblioCraft:BiblioPaneler:0, Paineladora de Mobília de Carvalho
BiblioCraft:BiblioPaneler:1, Paineladora de Mobília de Pinheiro
BiblioCraft:BiblioPaneler:2, Paineladora de Mobília de Eucalipto
BiblioCraft:BiblioPaneler:3, Paineladora de Mobília de Madeira da Selva
BiblioCraft:BiblioPaneler:4, Paineladora de Mobília de Acácia
BiblioCraft:BiblioPaneler:5, Paineladora de Mobília de Carvalho Escuro
BiblioCraft:BiblioPaneler:6, Paineladora de Mobília de Encaixilhada
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, Máquina de Escrever Branca
BiblioCraft:BiblioTypewriter:1, Máquina de Escrever Cinza Clara
BiblioCraft:BiblioTypewriter:2, Máquina de Escrever Cinza
BiblioCraft:BiblioTypewriter:3, Máquina de Escrever Preta
BiblioCraft:BiblioTypewriter:4, Máquina de Escrever Vermelha
BiblioCraft:BiblioTypewriter:5, Máquina de Escrever Laranja
BiblioCraft:BiblioTypewriter:6, Máquina de Escrever Amarelo
BiblioCraft:BiblioTypewriter:7, Máquina de Escrever Verde Limão
BiblioCraft:BiblioTypewriter:8, Máquina de Escrever Verde
BiblioCraft:BiblioTypewriter:9, Máquina de Escrever Ciano
BiblioCraft:BiblioTypewriter:10, Máquina de Escrever Azul Clara
BiblioCraft:BiblioTypewriter:11, Máquina de Escrever Azul
BiblioCraft:BiblioTypewriter:12, Máquina de Escrever Lilás
BiblioCraft:BiblioTypewriter:13, Máquina de Escrever Magenta
BiblioCraft:BiblioTypewriter:14, Máquina de Escrever Rosa
BiblioCraft:BiblioTypewriter:15, Máquina de Escrever Marrom
BiblioCraft:BiblioClock:0, Relógio de Carvalho
BiblioCraft:BiblioClock:1, Relógio de Pinheiro
BiblioCraft:BiblioClock:2, Relógio de Eucalipto
BiblioCraft:BiblioClock:3, Relógio de Madeira da Selva
BiblioCraft:BiblioClock:4, Relógio de Acácia
BiblioCraft:BiblioClock:5, Relógio de Caravalho Escuro
BiblioCraft:BiblioClock:6, Relógio Encaixilhado
BiblioCraft:BiblioFlatPainting:0, Moldura de Pintura de Carvalho
BiblioCraft:BiblioFlatPainting:1, Moldura de Pintura de Pinheiro
BiblioCraft:BiblioFlatPainting:2, Moldura de Pintura de Eucalipto
BiblioCraft:BiblioFlatPainting:3, Moldura de Pintura de Madeira da Selva
BiblioCraft:BiblioFlatPainting:4, Moldura de Pintura de Acácia
BiblioCraft:BiblioFlatPainting:5, Moldura de Pintura de Caravalho Escuro
BiblioCraft:BiblioFlatPainting:6, Moldura de Pintura Encaixilhada
BiblioCraft:BiblioSimplePainting:0, Moldura de Pintura de Carvalho
BiblioCraft:BiblioSimplePainting:1, Moldura de Pintura de Pinheiro
BiblioCraft:BiblioSimplePainting:2, Moldura de Pintura de Eucalipto
BiblioCraft:BiblioSimplePainting:3, Moldura de Pintura de Madeira da Selva
BiblioCraft:BiblioSimplePainting:4, Moldura de Pintura de Acácia
BiblioCraft:BiblioSimplePainting:5, Moldura de Pintura de Caravalho Escuro
BiblioCraft:BiblioSimplePainting:6, Moldura de Pintura Encaixilhada
BiblioCraft:BiblioMiddlePainting:0, Moldura de Pintura de Carvalho
BiblioCraft:BiblioMiddlePainting:1, Moldura de Pintura de Pinheiro
BiblioCraft:BiblioMiddlePainting:2, Moldura de Pintura de Eucalipto
BiblioCraft:BiblioMiddlePainting:3, Moldura de Pintura de Madeira da Selva
BiblioCraft:BiblioMiddlePainting:4, Moldura de Pintura de Acácia
BiblioCraft:BiblioMiddlePainting:5, Moldura de Pintura de Caravalho Escuro
BiblioCraft:BiblioMiddlePainting:6, Moldura de Pintura Encaixilhada
BiblioCraft:BiblioFancyPainting:0, Moldura de Pintura de Carvalho
BiblioCraft:BiblioFancyPainting:1, Moldura de Pintura de Pinheiro
BiblioCraft:BiblioFancyPainting:2, Moldura de Pintura de Eucalipto
BiblioCraft:BiblioFancyPainting:3, Moldura de Pintura de Madeira da Selva
BiblioCraft:BiblioFancyPainting:4, Moldura de Pintura de Acácia
BiblioCraft:BiblioFancyPainting:5, Moldura de Pintura de Caravalho Escuro
BiblioCraft:BiblioFancyPainting:6, Moldura de Pintura Encaixilhada
BiblioCraft:BiblioBorderlessPainting:0, Moldura de Pintura de Carvalho
BiblioCraft:BiblioBorderlessPainting:1, Moldura de Pintura de Pinheiro
BiblioCraft:BiblioBorderlessPainting:2, Moldura de Pintura de Eucalipto
BiblioCraft:BiblioBorderlessPainting:3, Moldura de Pintura de Madeira da Selva
BiblioCraft:BiblioBorderlessPainting:4, Moldura de Pintura de Acácia
BiblioCraft:BiblioBorderlessPainting:5, Moldura de Pintura de Caravalho Escuro
BiblioCraft:BiblioBorderlessPainting:6, Moldura de Pintura Encaixilhada
BiblioCraft:BiblioPaintPress, Prensa de Pintura
BiblioCraft:BiblioSwordPedestal:0, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:1, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:2, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:3, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:4, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:5, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:6, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:7, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:8, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:9, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:10, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:11, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:12, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:13, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:14, Pedestal de Espada
BiblioCraft:BiblioSwordPedestal:15, Pedestal de Espada
BiblioCraft:BiblioFancySign:0, Placa Sofisticada de Carvalho
BiblioCraft:BiblioFancySign:1, Placa Sofisticada de Pinheiro
BiblioCraft:BiblioFancySign:2, Placa Sofisticada de Eucalipto
BiblioCraft:BiblioFancySign:3, Placa Sofisticada de Madeira da Selva
BiblioCraft:BiblioFancySign:4, Placa Sofisticada de Acácia
BiblioCraft:BiblioFancySign:5, Placa Sofisticada de Carvalho Escuro
BiblioCraft:BiblioFancySign:6, Placa Sofisticada Encaixilhada
BiblioCraft:BiblioWorkbench:0, Bancada de Trabalho Sofisticada de Carvalho
BiblioCraft:BiblioWorkbench:1, Bancada de Trabalho Sofisticada de Pinheiro
BiblioCraft:BiblioWorkbench:2, Bancada de Trabalho Sofisticada de Eucalipto
BiblioCraft:BiblioWorkbench:3, Bancada de Trabalho Sofisticada de Madeira da Selva
BiblioCraft:BiblioWorkbench:4, Bancada de Trabalho Sofisticada de Acácia
BiblioCraft:BiblioWorkbench:5, Bancada de Trabalho Sofisticada de Caravalho Escuro
BiblioCraft:BiblioWorkbench:6, Bancada de Trabalho Sofisticada Encaixilhada
BiblioCraft:BiblioBell, Sino de Recepção
BiblioCraft:Bibliotheca:0, Estante de Livros de Carvalho
BiblioCraft:Bibliotheca:1, Estante de Livros de Pinheiro
BiblioCraft:Bibliotheca:2, Estante de Livros de Eucalipto
BiblioCraft:Bibliotheca:3, Estante de Livros de Madeira da Selva
BiblioCraft:Bibliotheca:4, Estante de Livros de Acácia
BiblioCraft:Bibliotheca:5, Estante de Livros de Carvalho Escuro
BiblioCraft:Bibliotheca:6, Estante de Livros Encaixilhada
BiblioCraft:BookcaseFilled:0, Estante de Livros de Carvalho
BiblioCraft:BookcaseFilled:1, Estante de Livros de Pinheiro
BiblioCraft:BookcaseFilled:2, Estante de Livros de Eucalipto
BiblioCraft:BookcaseFilled:3, Estante de Livros de Madeira da Selva
BiblioCraft:BookcaseFilled:4, Estante de Livros de Acácia
BiblioCraft:BookcaseFilled:5, Estante de Livros de Carvalho Escuro
BiblioCraft:BookcaseFilled:6, Estante de Livros Encaixilhada
BiblioCraft:BiblioPotionShelf:0, Estante de Poções de Carvalho
BiblioCraft:BiblioPotionShelf:1, Estante de Poções de Pinheiro
BiblioCraft:BiblioPotionShelf:2, Estante de Poções de Eucalipto
BiblioCraft:BiblioPotionShelf:3, Estante de Poções de Madeira da Selva
BiblioCraft:BiblioPotionShelf:4, Estante de Poções de Acácia
BiblioCraft:BiblioPotionShelf:5, Estante de Poções de Carvalho Escuro
BiblioCraft:BiblioPotionShelf:6, Estante de Poções Encaixilhada
BiblioCraft:BiblioShelf:0, Estante de Carvalho
BiblioCraft:BiblioShelf:1, Estante de Pinheiro
